no,acc_count1,acc_count2,acc_count3
1,248,52.5,41.66666666
2,245,52.5,32.5
3,220,60,37.5
4,212,60,30
5,208,57.5,34.66666666
6,208,60,40
7,199,60,40.5
8,197,50,32.5
9,197,65,35
10,194,60,40
11,194,47.5,27.5
12,193,60,37
13,190,52.5,31
14,186,60,30
15,185,50,19.33333333
16,185,60,27.5
17,184,60,30
18,181,60,32.5
19,180,60,32.5
20,176,54,26
21,176,65,35
22,176,58,25.66666666
23,174,50,33.5
24,174,56,27.5
25,173,60,40
26,172,57.5,24.66666666
27,172,60,30
28,171,60,37.5
29,171,60,26
30,169,55,35.5
31,168,60,45
32,167,60,25
33,164,60,30
34,164,60,34
35,163,75,20
36,162,65,37.5
37,162,47.5,29.5
38,161,60,36
39,159,60,42
40,159,60,38
41,154,60,36
42,154,60,35
43,153,60,35
44,153,60,35
45,149,60,40
46,149,57.5,26
47,149,50,25
48,148,55,22.5
49,147,60,38.33333333
50,146,52.5,24.33333333
51,144,60,26.5
52,144,60,32.33333333
53,144,45,18.22033333
54,144,52.5,30.66666666
55,143,60,35
56,143,35,25
57,143,57.5,33
58,142,60,37.5
59,142,60,36
60,142,60,32.5
61,141,60,30
62,141,54.54545454,21.4
63,140,65,32.5
64,139,58.57142857,31.25
65,139,60,28.5
66,137,60,33
67,137,60,19
68,137,57.5,31
69,136,52.5,22.5
70,135,60,31.4
71,134,48,40
72,134,60,30
73,134,60,16.66666666
74,134,52.5,35.5
75,134,62.5,36.5
76,134,60,38.5
77,133,60,33.5
78,133,57.5,28.33333333
79,133,45,29.5
80,132,30,22
81,132,50,30
82,132,60,30
83,131,62.5,30
84,131,55,20
85,130,52.5,13.4
86,130,60,20
87,130,60,40
88,130,60,25
89,130,52.5,21.66666666
90,130,60,18.5
91,129,60,33
92,129,50,32
93,129,40.9090909,30
94,128,55,29
95,128,60,34.66666666
96,128,60,38.5
97,127,60,37.5
98,127,60,15.66666666
99,127,60,20.33333333
100,127,60,20.33333333
101,127,60,48.5
102,127,50,20
103,126,70,36.5
104,126,37.5,11
105,126,50,35
106,126,60,35
107,125,56.66666666,35.66666666
108,125,60,22.5
109,124,55,25
110,124,60,39.5
111,124,54,26.66666666
112,124,60,38
113,123,53.33333333,29.5
114,123,60,40
115,123,50,42.66666666
116,123,60,27
117,122,60,20
118,122,50,22.66666666
119,122,51.66666666,36
120,122,60,35
121,122,55,23.66666666
122,121,55,21
123,121,60,27.5
124,120,62.5,50.5
125,120,60,39.5
126,120,56.66666666,32
127,119,60,32.5
128,119,40,30
129,119,60,35
130,119,63.33333333,20
131,118,55,39
132,118,60,33
133,118,55,17.5
134,117,60,24.5
135,117,55,20
136,117,60,20
137,117,60,38.5
138,117,60,33.5
139,116,60,45
140,116,52.5,27
141,116,52.5,20
142,116,53.33333333,24.5
143,115,60,21
144,115,60,21
145,115,60,35
146,115,60,23
147,114,55,21
148,114,60,34
149,114,67.5,33.33333333
150,113,60,35.25
151,113,60,52.5
152,113,50,23.6
153,113,60,35
154,113,55,28.5
155,113,50,29
156,112,60,25
157,112,52.5,27.5
158,112,60,38.5
159,112,60,29.5
160,112,60,30.25
161,111,56.66666666,24.5
162,111,60,31
163,111,60,37.5
164,111,60,29
165,110,54,13.66666666
166,110,52.5,31.25
167,110,55,27.5
168,110,52.5,22.5
169,110,60,38.5
170,110,54,32.5
171,110,53.33333333,26
172,110,60,18.33333333
173,109,60,38.33333333
174,109,55,20
175,109,37.5,23.33333333
176,109,60,27.5
177,109,52.5,12.66666666
178,109,52.5,21.33333333
179,109,50,23.33333333
180,108,60,46.66666666
181,108,47.5,30
182,108,50,31
183,108,52.5,31.5
184,108,60,32.5
185,108,52.5,18
186,108,50,25
187,108,60,26
188,107,60,40
189,107,60,25
190,107,60,28.5
191,107,60,21.5
192,106,60,32
193,106,51.42857142,29.75
194,106,60,30.5
195,106,50,14.5
196,105,60,18
197,105,60,35
198,105,52.5,35
199,105,60,37.5
200,104,52.5,24
201,104,60,24.5
202,104,53.33333333,25
203,104,62.5,35
204,104,45,29.5
205,104,62.5,32.5
206,103,60,45
207,102,55,24
208,102,60,27
209,102,52.5,28.75
210,102,60,18.5
211,102,60,24.75
212,102,60,32.5
213,101,47.5,25.33333333
214,101,52.5,30
215,101,52.5,24.5
216,101,56.66666666,25
217,100,60,37.5
218,100,52.5,55
219,100,66.66666666,12.6
220,100,50,32.5
221,100,60,27
222,100,52.5,36
223,100,56.66666666,28
224,99,60,40
225,99,60,60
226,99,52,40
227,99,60,36.66666666
228,99,42.5,25
229,99,60,36
230,99,60,30
231,99,60,30
232,99,56.66666666,17.5
233,98,60,33.33333333
234,98,60,33.5
235,98,63.33333333,31.33333333
236,98,32.5,17.5
237,98,60,30.66666666
238,98,57.5,46.66666666
239,98,52.5,27.5
240,97,30,14
241,97,50,15.33333333
242,97,60,25
243,97,47.5,29.32433333
244,97,62.5,32.5
245,97,60,22.33333333
246,97,60,22.25
247,97,52.5,25
248,97,30,22.33333333
249,97,46,31.66666666
250,97,60,27.5
251,97,60,30.5
252,96,60,21
253,96,60,22
254,96,60,23
255,95,65,25
256,95,60,31.75
257,95,52.5,33.33333333
258,95,50,22.5
259,94,60,37.5
260,94,60,55
261,94,50,15.33333333
262,94,55,40
263,94,62.5,34.5
264,94,60,30
265,94,60,17.66666666
266,93,60,35
267,93,37.5,12.5
268,93,50,13.5
269,93,55,26.5
270,93,56.66666666,29
271,93,47.5,17.66666666
272,93,66.66666666,32.5
273,93,35,22.66666666
274,93,50,35
275,93,60,34.33333333
276,92,60,25
277,92,55,26.25
278,92,60,36
279,92,60,53
280,91,50,22.66666666
281,91,65,32.5
282,91,53.33333333,24.5
283,91,63.33333333,22.5
284,91,48,25
285,91,60,12.75
286,90,60,43.66666666
287,90,60,32.5
288,90,60,28
289,90,45,18.33333333
290,90,52.5,24.5
291,90,60,35.5
292,90,53.33333333,45.33333333
293,90,60,33.5
294,90,60,21.66666666
295,90,60,21
296,90,42.5,16.66666666
297,89,60,35
298,89,55,35
299,89,60,32
300,89,60,26
301,89,60,44.5
302,89,52.5,19.66666666
303,89,45,20.66666666
304,89,60,23
305,88,60,40.5
306,88,57.5,50
307,88,47.5,22.5
308,88,40,24
309,88,62.5,49
310,88,60,22.5
311,88,60,25
312,88,60,34.5
313,88,56.66666666,39.5
314,87,60,24.5
315,87,62.5,40
316,87,52.5,25.75
317,87,47.5,23.5
318,87,45,30
319,87,60,23
320,87,52.5,27.25
321,86,52.5,55
322,86,66.66666666,31.66666666
323,86,56.66666666,24
324,86,60,16
325,86,60,18.33333333
326,86,55,30
327,86,45,25.5
328,86,45,27
329,85,65,37.5
330,85,47.5,32.5
331,85,52.5,21.33333333
332,85,50,11.33333333
333,85,60,20
334,85,52.5,24
335,85,62.5,30
336,85,50,23.33333333
337,85,60,27.5
338,84,50,20.66666666
339,84,66.66666666,20
340,84,50,30
341,84,55,34.5
342,84,45,26.33333333
343,84,55,27
344,84,53.33333333,30
345,83,60,37.5
346,83,60,22.33333333
347,83,50,19
348,83,53.33333333,16
349,83,50,35.33333333
350,83,50,16.66666666
351,83,52.5,28.33333333
352,83,62.5,20.6
353,83,60,13
354,83,60,26.66666666
355,83,55,19.33333333
356,83,60,20.66666666
357,83,60,18.5
358,82,52.5,22.5
359,82,60,19
360,82,66.66666666,28.5
361,82,60,24.5
362,82,45,18.66666666
363,82,53.33333333,27.25
364,82,60,16.66666666
365,82,60,29.5
366,82,70,36
367,82,60,21
368,81,60,24.66666666
369,81,55,33
370,81,65,41.5
371,81,62.5,35
372,81,45,17
373,81,55.71428571,27.5
374,81,60,20
375,81,65,30.5
376,81,60,28
377,81,66.66666666,35
378,81,60,21.5
379,80,60,32.5
380,80,37.5,8.5
381,80,52.5,22.5
382,80,66.66666666,22
383,80,60,30
384,80,52.5,25
385,80,45,22.5
386,80,50,27.5
387,80,60,23.66666666
388,80,60,31
389,80,57.5,32.5
390,79,54,14.85714285
391,79,50,16
392,79,57.5,20.5
393,79,60,30
394,79,56.66666666,10
395,79,60,33.5
396,79,60,21
397,78,60,42.5
398,78,60,23.33333333
399,78,56.66666666,18.75
400,78,50,16.66666666
401,78,60,12
402,78,55,22
403,78,60,19.66666666
404,78,60,26
405,78,67.5,48.66666666
406,78,43.33333333,26
407,78,45,15
408,78,66.66666666,17.5
409,78,50,30
410,78,36,7
411,78,60,30
412,77,60,25.33333333
413,77,67.5,23.5
414,77,52.5,22.5
415,77,45,25.33333333
416,77,52.5,25
417,77,32.5,26.66666666
418,77,60,25
419,77,45,24
420,77,40,21.66666666
421,76,60,30
422,76,50,16.33333333
423,76,60,28.5
424,76,66.66666666,20.5
425,76,60,21.5
426,76,52.5,23
427,76,52.5,19
428,76,30,14
429,76,52.5,40
430,76,60,30
431,76,60,28
432,76,55,22.5
433,76,65,18
434,76,53.33333333,35
435,76,55,18.66666666
436,75,60,16.66666666
437,75,60,29.5
438,75,60,14
439,75,50,25
440,75,60,14.66666666
441,75,45,22.5
442,75,63.33333333,34
443,75,55,25
444,75,32.5,23.5
445,75,60,20
446,75,60,21
447,75,52.5,25
448,74,60,16.33333333
449,74,35,10.5
450,74,52.5,11.33333333
451,74,56.66666666,29.33333333
452,74,60,20
453,74,60,25
454,74,50,23
455,74,60,25
456,74,60,18.25
457,74,52.5,20
458,74,50,28.33333333
459,74,60,26.66666666
460,74,50,9
461,74,55,39.66666666
462,74,56.66666666,40
463,73,45,30
464,73,50,26.66666666
465,73,60,12
466,73,60,13.66666666
467,73,54,25.33333333
468,73,60,44.71428571
469,73,45,27
470,73,52.5,36.5
471,73,50,19.66666666
472,73,30,16.66666666
473,73,60,35.5
474,73,60,44
475,73,60,26.66666666
476,72,50,21.33333333
477,72,45,25.75
478,72,54.28571428,24.5
479,72,53.33333333,26.75
480,72,60,21
481,72,60,23
482,72,56.66666666,24.75
483,72,40,22.5
484,72,60,22.5
485,72,60,22.5
486,72,62.5,51.5
487,72,50,31.5
488,72,50,22
489,72,50,23.33333333
490,72,45,17
491,72,62.5,27.5
492,72,60,37
493,72,60,29
494,72,52.5,22.5
495,72,56.66666666,24.5
496,71,50,17
497,71,57.5,32.5
498,71,60,27.5
499,71,60,16.33333333
500,71,57.77777777,24
501,71,52.5,25.66666666
502,71,50,25
503,71,60,35
504,71,60,25
505,71,48,35
506,71,60,31.5
507,71,45,20.66666666
508,71,56.66666666,20
509,70,60,19.33333333
510,70,60,16.33333333
511,70,45,24
512,70,50,20
513,70,50,26.33333333
514,70,56.66666666,21.5
515,70,57.5,34.5
516,70,50,28
517,70,60,10.5
518,70,55,22.33333333
519,70,46.66666666,40.5
520,70,60,35
521,70,60,37.5
522,70,45,15.33333333
523,70,42.5,14.33333333
524,70,60,23
525,69,52.5,24.33333333
526,69,52.5,37.5
527,69,52.5,38
528,69,52.5,45.25
529,69,65,29.33333333
530,69,60,13.66666666
531,69,50,9.666666666
532,69,56.66666666,20.66666666
533,69,60,26.66666666
534,69,60,9.333333333
535,69,52.5,18.66666666
536,69,60,24
537,69,45,24
538,69,60,46.75
539,69,55,13.66666666
540,68,70,32.5
541,68,47.5,20.75
542,68,45,11.5
543,68,60,25
544,68,60,29.5
545,68,47.5,21
546,68,40,24
547,68,46,27.66666666
548,68,52.5,15
549,68,52.5,14
550,68,45,15
551,68,60,28.33333333
552,68,52.5,37.5
553,68,60,14.5
554,68,60,26
555,68,52.5,18
556,68,54.28571428,14.66666666
557,67,52.5,22.5
558,67,35,13.5
559,67,48,25
560,67,66.66666666,22.5
561,67,60,25
562,67,57.5,22
563,67,60,20.5
564,67,60,30
565,67,50,15.66666666
566,67,60,17.33333333
567,67,50,23.5
568,67,45,9
569,67,52.5,9.5
570,67,54,24
571,67,47.5,27.5
572,67,60,21.33333333
573,67,60,21.5
574,67,56.66666666,25
575,67,42,10
576,67,60,32.5
577,67,50,24
578,67,35,13
579,66,50,20.5
580,66,60,22.5
581,66,60,25
582,66,42.5,15.66666666
583,66,48,8
584,66,60,15.33333333
585,66,52.5,12.8
586,66,52.5,20
587,66,52.5,13.25
588,66,60,38.5
589,66,50,26.75
590,66,50,21.33333333
591,66,60,23.33333333
592,66,50,27.5
593,66,66.66666666,24
594,66,48,17.5
595,66,54.44444444,29.8305
596,66,50,20
597,66,52.5,23.5
598,66,60,26
599,66,52.5,25.5
600,66,50,35
601,66,45,30
602,66,60,16.66666666
603,65,66.66666666,35
604,65,45,20
605,65,60,27.5
606,65,30,12.66666666
607,65,60,30
608,65,52.5,35
609,65,56.66666666,37.5
610,65,60,22.66666666
611,64,50,22
612,64,55,27.5
613,64,57.5,27.66666666
614,64,52,32.5
615,64,60,25
616,64,45,17.5
617,64,60,16.66666666
618,64,53.33333333,22
619,64,60,27
620,64,50,11
621,64,52.5,28
622,64,60,35.5
623,64,45,24
624,64,50,19
625,64,60,18.625
626,64,50,11
627,64,45,18.5
628,64,60,30.5
629,64,60,15
630,63,53.33333333,21.33333333
631,63,60,24.66666666
632,63,60,19.66666666
633,63,47.5,32.5
634,63,50,31.5
635,63,50,16.33333333
636,63,66.66666666,30.33333333
637,63,50,14
638,63,60,32.5
639,63,61.11111111,20
640,63,60,27
641,63,56.66666666,10.66666666
642,63,45,23.48366666
643,63,60,22.5
644,63,50,21
645,63,60,22.5
646,63,60,35
647,63,60,31
648,63,54.28571428,27.5
649,63,52.5,25
650,63,60,28
651,63,52.5,34.5
652,63,45,24.66666666
653,63,57.5,22.5
654,63,52.5,25
655,63,60,18.33333333
656,63,53.33333333,40
657,63,50,18.5
658,62,52.5,13.33333333
659,62,52.5,17.66666666
660,62,50,23
661,62,54,29.5
662,62,56.66666666,28.66666666
663,62,60,16.33333333
664,62,45,27
665,62,55,23.33333333
666,62,50,15
667,62,45,12.33333333
668,62,37.5,17.2
669,62,50,32
670,62,60,32.5
671,62,50,30
672,61,35,14
673,61,52.5,17
674,61,50,27.5
675,61,53.33333333,32.66666666
676,61,47.5,15
677,61,40,17
678,61,50,15.33333333
679,61,50,17.66666666
680,61,60,16.66666666
681,61,47.5,16.33333333
682,61,52.5,22.5
683,61,37.5,15.5
684,61,55,50
685,61,60,23.5
686,61,56.66666666,10.817
687,61,60,8.8
688,61,57.5,23.5
689,60,50,26.66666666
690,60,47.5,20.5
691,60,35,15.5
692,60,45,25
693,60,57.5,25.33333333
694,60,40,12
695,60,45,20.5
696,60,52.5,22.5
697,60,60,20
698,60,37.5,20
699,60,47.5,29
700,60,50,24
701,60,50,16.66666666
702,60,60,17
703,60,50,45
704,60,60,22.5
705,60,55,22.5
706,60,57.5,30
707,60,60,24.89825
708,60,50,39
709,60,52.5,26.33333333
710,60,60,23.5
711,60,50,20
712,59,60,32.5
713,59,60,17.5
714,59,50,11.5
715,59,60,15.33333333
716,59,50,10
717,59,66.66666666,23.33333333
718,59,66.66666666,35
719,59,60,16
720,59,45,30.5
721,59,60,11
722,59,60,28.5
723,59,60,20
724,59,45,15.5
725,59,50,20.5
726,59,60,28
727,59,65,16.33333333
728,59,40,10.75
729,59,57.5,49
730,59,60,29
731,59,60,14.5
732,59,50,24.5
733,59,45,18.66666666
734,59,60,25
735,59,60,13.33333333
736,59,43.33333333,14.83333333
737,58,60,23
738,58,40,16.5
739,58,60,13
740,58,52.5,22.33333333
741,58,52.5,18.5
742,58,60,10.33333333
743,58,66.66666666,35
744,58,60,15.33333333
745,58,50,21.5
746,58,60,10
747,58,50,29.5
748,58,48,17
749,58,55.71428571,15.5
750,58,45,14.66666666
751,58,60,16
752,58,50,20.5
753,58,50,16
754,58,60,29.5
755,58,60,28.5
756,58,52.5,21.66666666
757,58,50,9.666666666
758,58,60,19.5
759,58,56.66666666,22.5
760,58,60,16.66666666
761,57,48,33.07666666
762,57,50,21
763,57,60,37
764,57,52.5,12
765,57,53.33333333,23
766,57,50,20
767,57,50,22.25
768,57,60,21.5
769,57,50,19.5
770,57,60,17.5
771,57,60,30.5
772,57,50,18.75
773,57,60,16.66666666
774,57,60,11
775,56,60,12
776,56,50,20
777,56,50,14
778,56,45,23.33333333
779,56,60,12.66666666
780,56,60,12
781,56,66.66666666,27
782,56,60,33
783,56,60,17
784,56,50,13.66666666
785,56,60,29
786,56,60,23.5
787,56,40,27.5
788,56,60,21
789,56,60,30
790,56,60,31.5
791,56,62.85714285,35
792,56,60,30
793,56,47.5,14.33333333
794,56,30,20
795,56,68.33333333,36
796,56,60,24
797,56,60,30.33333333
798,56,70,22.5
799,56,60,18.66666666
800,56,45,10.16666666
801,56,50,34
802,56,60,26.2
803,55,50,28
804,55,50,14.66666666
805,55,66.66666666,40
806,55,50,20
807,55,50,32.5
808,55,60,21.5
809,55,50,16
810,55,45,37
811,55,60,25.5
812,55,60,15
813,55,45,14
814,55,45,14.66666666
815,55,60,19.66666666
816,55,50,13.5
817,55,60,8.333333333
818,55,50,20.66666666
819,55,60,40
820,55,50,12.66666666
821,55,55,21.5
822,55,50,23
823,55,60,22.5
824,55,48.18181818,14.5
825,55,60,16.66666666
826,55,52.5,18
827,55,60,32
828,54,50,18
829,54,40,10.5
830,54,60,12
831,54,50,15.33333333
832,54,55,37.5
833,54,60,13.5
834,54,60,21.5
835,54,30,20.5
836,54,52.5,23.33333333
837,54,66.66666666,32.5
838,54,50,9
839,54,40,19.33333333
840,54,60,43.5
841,54,50,23
842,54,53.33333333,29
843,54,45,12.33333333
844,54,50,16.66666666
845,54,60,27.5
846,54,50,14
847,54,50,25
848,54,60,21.5
849,53,60,40
850,53,65,45
851,53,52.5,23
852,53,33.33333333,12
853,53,50,17.66666666
854,53,30,29
855,53,40,31
856,53,66.66666666,20.66666666
857,53,30,10
858,53,60,11.33333333
859,53,60,16
860,53,50,18.5
861,53,50,24
862,53,52.5,27.5
863,53,60,15
864,53,60,25
865,53,50,16.5
866,53,47.5,21
867,53,53.33333333,16
868,53,50,24
869,53,45,25
870,53,50,18
871,53,35,10.66666666
872,53,52.5,15.66666666
873,53,50,21.5
874,53,60,21
875,53,46.66666666,20
876,53,53.33333333,22.5
877,53,60,15.33333333
878,53,60,16.862
879,52,50,14
880,52,50,15.33333333
881,52,66.66666666,42.5
882,52,40,20.5
883,52,57.5,32.75
884,52,62.5,40
885,52,45,17.33333333
886,52,66.66666666,34
887,52,45,20
888,52,60,19
889,52,56.66666666,30
890,52,47.5,35
891,52,60,16.33333333
892,52,52.5,21.5
893,52,45,26.5
894,52,60,22
895,52,60,27.5
896,52,50,24
897,52,60,11.66666666
898,52,60,21
899,52,60,11
900,52,45,20.33333333
901,52,60,19
902,52,53.33333333,30
903,52,60,26.33333333
904,52,30,11.5
905,51,50,19.75
906,51,56.66666666,34
907,51,60,13.66666666
908,51,60,28
909,51,60,15.66666666
910,51,50,12.66666666
911,51,50,19.5
912,51,60,11.66666666
913,51,60,16
914,51,60,21.5
915,51,45,15.66666666
916,51,60,30
917,51,60,22.5
918,51,50,21.5
919,51,62.5,53.75
920,51,53.33333333,25
921,51,52.5,17.5
922,51,60,25
923,51,50,23
924,50,60,19.33333333
925,50,37.5,14.5
926,50,60,20.622
927,50,50,15
928,50,60,20
929,50,37.5,24.5
930,50,53.33333333,24
931,50,50,13
932,50,60,10
933,50,60,22.5
934,50,60,14.33333333
935,50,40,15
936,50,50,27
937,50,47.5,21.66666666
938,50,52.5,45
939,50,60,16.66666666
940,50,60,11.75
941,50,60,18
942,50,54,30
943,50,60,26
944,50,60,25
945,50,50,11.66666666
946,50,60,13
947,49,53.33333333,32.5
948,49,60,24.66666666
949,49,52.5,45
950,49,50,23.5
951,49,55,29
952,49,60,30
953,49,66.66666666,21
954,49,45,17
955,49,45,19
956,49,60,18
957,49,60,22.5
958,49,35,21
959,49,50,19
960,49,37.5,5
961,49,47.5,40
962,49,50,21.5
963,49,52.5,21.5
964,49,52.5,21.5
965,49,40,26
966,49,60,15.66666666
967,49,50,40
968,49,60,21
969,49,60,10.33333333
970,49,53.33333333,19.33333333
971,48,56,30
972,48,55,33
973,48,50,16.5
974,48,47.5,15
975,48,60,5
976,48,50,22.33333333
977,48,66.66666666,15.66666666
978,48,50,10
979,48,60,16.5
980,48,50,14
981,48,50,18
982,48,60,21.5
983,48,46.66666666,18
984,48,50,36.33333333
985,48,56.66666666,51
986,48,50,35
987,48,50,13
988,48,62.85714285,40
989,48,47.14285714,13
990,48,52.5,32.5
991,48,60,24.33333333
992,48,60,24
993,48,60,21.33333333
994,48,60,22.5
995,48,56.66666666,35
996,48,60,17.33333333
997,47,50,18.66666666
998,47,50,17.33333333
999,47,60,22.66666666
1000,47,50,17.33333333
1001,47,33.33333333,12
1002,47,60,13.66666666
1003,47,60,27.5
1004,47,43.33333333,31
1005,47,35,19
1006,47,52.5,21.5
1007,47,60,34.5
1008,47,66.66666666,30
1009,47,60,22
1010,47,50,29
1011,47,60,25
1012,47,60,22.5
1013,47,46.66666666,12.33333333
1014,47,60,13
1015,47,60,26
1016,47,60,22.5
1017,47,60,43
1018,47,45,15.66666666
1019,46,53.33333333,29.5
1020,46,52.5,13.25
1021,46,60,9
1022,46,52.5,19
1023,46,60,29.33333333
1024,46,45,13.33333333
1025,46,60,7.5
1026,46,43.33333333,20
1027,46,45,19.66666666
1028,46,42.85714285,11
1029,46,45,18
1030,46,52.5,13
1031,46,47.5,22.5
1032,46,30,11.66666666
1033,46,50,20
1034,46,60,14.66666666
1035,46,40,12.5
1036,46,45,15
1037,46,40,16
1038,46,47.5,22.5
1039,46,50,31.66666666
1040,46,60,23.5
1041,46,60,15.66666666
1042,46,60,6.666666666
1043,46,60,23
1044,46,60,16
1045,46,60,20
1046,45,60,21
1047,45,45,20.66666666
1048,45,60,22.5
1049,45,37.5,16
1050,45,66.66666666,36.74333333
1051,45,60,11.66666666
1052,45,52.5,11.75
1053,45,52.5,11
1054,45,68.75,35
1055,45,35,16.33333333
1056,45,45,23.9175
1057,45,40,19
1058,45,50,26.33333333
1059,45,50,19.5
1060,45,60,20
1061,45,60,12.75
1062,45,60,37
1063,45,60,24
1064,45,56,15
1065,45,60,22.5
1066,45,50,12.66666666
1067,45,56.66666666,12
1068,45,53.33333333,19.85714285
1069,45,60,17
1070,45,45,23.5
1071,45,40,12.66666666
1072,45,45,25
1073,45,60,25
1074,45,60,14
1075,45,60,14.5
1076,45,56.66666666,17
1077,45,60,23.5
1078,45,60,23
1079,45,60,16.5
1080,44,56.66666666,30.5
1081,44,43.33333333,13
1082,44,60,14.5
1083,44,54.28571428,19
1084,44,50,11.66666666
1085,44,60,29.5
1086,44,60,4.5
1087,44,65,33
1088,44,30,32.5
1089,44,66.66666666,15.66666666
1090,44,50,11.33333333
1091,44,50,12
1092,44,30,12.5
1093,44,45,19
1094,44,50,10.75
1095,44,50,30
1096,44,46,11.5
1097,44,60,21
1098,44,60,46
1099,44,50,27
1100,44,60,35
1101,44,50,31.33333333
1102,44,50,16
1103,44,50,23
1104,44,50,28.33333333
1105,44,37.5,20
1106,44,50,17
1107,44,53.33333333,60
1108,44,56.66666666,45
1109,44,60,12
1110,44,50,25
1111,44,52.5,23.5
1112,44,55,25
1113,44,60,23.4
1114,44,53.33333333,14
1115,44,60,22.5
1116,44,52.5,18.33333333
1117,44,60,25
1118,44,55.71428571,20.33333333
1119,44,52.5,20.94833333
1120,43,53.33333333,20.66666666
1121,43,50,26
1122,43,52.5,21.33333333
1123,43,60,20
1124,43,35,22
1125,43,60,20
1126,43,52.5,21
1127,43,35,18
1128,43,40,29.5
1129,43,53.33333333,23.5
1130,43,52.5,21.66666666
1131,43,60,40
1132,43,50,21.33333333
1133,43,56.66666666,19.66666666
1134,43,43.33333333,12
1135,43,45,21
1136,43,50,14.66666666
1137,43,30,17
1138,43,30,22
1139,43,61.66666666,16
1140,43,40,30
1141,43,60,21
1142,43,60,32
1143,43,43.33333333,35
1144,43,60,22.53266666
1145,42,55,18
1146,42,60,24.66666666
1147,42,50,28
1148,42,60,24.66666666
1149,42,50,27.5
1150,42,60,22.5
1151,42,52.5,18.33333333
1152,42,45,15
1153,42,36.66666666,13.5
1154,42,40,12.33333333
1155,42,50,23
1156,42,66.66666666,25.5
1157,42,57.14285714,27.5
1158,42,60,18
1159,42,60,25
1160,42,60,18
1161,42,60,18.33333333
1162,42,60,9
1163,42,53.33333333,27.5
1164,42,42.5,18.5
1165,42,53.33333333,12.33333333
1166,42,60,16.66666666
1167,42,60,13
1168,42,60,26.5
1169,42,45,23
1170,42,51.42857142,17.5
1171,42,52.5,13
1172,42,60,20.66666666
1173,42,45,23
1174,42,55,22
1175,42,60,21
1176,42,50,12.66666666
1177,42,60,17.5
1178,42,30,17
1179,42,60,18
1180,42,60,14
1181,42,52.5,18.5
1182,42,52.5,20.75
1183,42,60,26.5
1184,42,60,11.25
1185,42,42.5,10
1186,42,50,18.5
1187,42,45,12.25
1188,42,60,25
1189,42,60,11
1190,41,60,23.33333333
1191,41,60,12
1192,41,50,37.5
1193,41,50,23.5
1194,41,52.5,11.5
1195,41,60,20
1196,41,30,9.666666666
1197,41,50,25
1198,41,50,9
1199,41,33.33333333,7.666666666
1200,41,60,17.33333333
1201,41,60,12.5
1202,41,60,21.5
1203,41,52.5,9.333333333
1204,41,60,13
1205,41,50,18.712
1206,41,60,21.33333333
1207,41,50,21
1208,41,60,12
1209,41,50,13
1210,41,55,21.5
1211,41,37.5,15.5
1212,41,50,11.66666666
1213,41,52.5,13.33333333
1214,41,60,20
1215,41,52.5,11
1216,41,30,18.5
1217,41,50,58
1218,41,55,35
1219,41,57.5,27.5
1220,41,45,12
1221,41,36.66666666,22.5
1222,41,57.5,20.5
1223,41,37.5,15.33333333
1224,41,30,19.66666666
1225,41,45,39
1226,41,40,14.5
1227,40,60,21.33333333
1228,40,57.5,35
1229,40,45,12.13166666
1230,40,50,36.5
1231,40,52.5,12
1232,40,43.33333333,12
1233,40,50,21.5
1234,40,60,11
1235,40,56.66666666,28
1236,40,50,11.33333333
1237,40,52.5,17.66666666
1238,40,45,17
1239,40,50,20.5
1240,40,47.5,22
1241,40,45,28
1242,40,60,35
1243,40,60,22
1244,40,45,14.33333333
1245,40,60,8
1246,40,53.33333333,24
1247,40,47.5,17.33333333
1248,40,52.5,16.66666666
1249,40,50,23.5
1250,40,50,35
1251,40,50,24
1252,40,60,30
1253,40,50,39
1254,40,60,15.5
1255,40,60,13
1256,40,60,18
1257,39,60,16.33333333
1258,39,45,11.66666666
1259,39,42.5,15
1260,39,57.5,33
1261,39,37.5,17.5
1262,39,40,22.5
1263,39,60,16
1264,39,60,22.66666666
1265,39,43.33333333,17
1266,39,60,22
1267,39,36.66666666,10.66666666
1268,39,50,34.33333333
1269,39,43.33333333,30
1270,39,53.33333333,15.5
1271,39,55,12
1272,39,50,11.33333333
1273,39,60,21
1274,39,52.5,21.5
1275,39,56.66666666,38
1276,39,50,15
1277,39,50,14.5
1278,39,60,13
1279,39,30,22
1280,39,60,27.5
1281,39,53.33333333,25
1282,39,50,21
1283,39,47.5,19.33333333
1284,39,60,18.66666666
1285,39,40,18
1286,39,60,23.5
1287,39,50,32.5
1288,39,53.33333333,35
1289,39,60,17.5
1290,39,60,25
1291,39,43.33333333,16
1292,39,60,20.5
1293,39,36.66666666,9.5
1294,38,53.33333333,22
1295,38,52.5,21
1296,38,65,51
1297,38,60,13.66666666
1298,38,60,18
1299,38,56.66666666,9
1300,38,50,12.33333333
1301,38,50,16.66666666
1302,38,47.5,18
1303,38,60,25
1304,38,50,14.66666666
1305,38,36.66666666,8.666666666
1306,38,50,17.33333333
1307,38,60,14
1308,38,52.5,15
1309,38,42.5,21
1310,38,53.33333333,22.5
1311,38,60,12
1312,38,60,28.66666666
1313,38,30,12.5
1314,38,36.66666666,12.33333333
1315,38,37.5,20.66666666
1316,38,70,30
1317,38,52.5,18.33333333
1318,38,46.66666666,7
