time,valueA,valueB,valueC
2600,51,60,22.5
2601,78,60,26
2602,15,60,20.5
2603,11,50,40
2604,26,50,22.5
2605,22,60,40
2606,63,60,31
2607,36,52.5,23.66666666
2608,6,60,22
2609,29,50,30
2610,87,62.5,40
2611,25,50,30
2612,17,50,22
2613,79,60,30
2614,7,50,25
2615,15,60,19.5
2616,55,60,40
2617,27,50,30
2618,47,66.66666666,30
2619,11,60,24
2620,95,52.5,33.33333333
2621,22,50,25
2622,9,56.66666666,17.33333333
2623,2,50,13.5
2624,38,60,28.66666666
2625,17,66.66666666,18.66666666
2626,33,50,15
2627,104,62.5,35
2628,40,45,28
2629,47,60,22
2630,16,50,18
2631,8,40,12.33333333
2632,7,50,7
2633,16,60,22.5
2634,8,50,17.66666666
2635,24,60,10.66666666
2636,48,62.85714285,40
2637,3,50,19
2638,12,60,30
2639,9,60,18
2640,35,60,18.66666666
2641,71,60,35
2642,22,45,18
2643,16,50,16.66666666
2644,16,50,10
2645,34,50,23
2646,13,60,8
2647,30,50,25
2648,71,60,25
2649,37,52.5,16
2650,1,30,8.5
2651,17,50,28
2652,13,60,19
2653,4,30,26
2654,29,37.5,12
2655,80,60,30
2656,12,60,18
2657,13,50,33
2658,22,45,15.66666666
2659,40,60,35
2660,27,50,20
2661,8,30,9
2662,27,30,17.5
2663,27,50,12.66666666
2664,1,30,10
2665,36,50,30
2666,56,62.85714285,35
2667,44,50,31.33333333
2668,15,60,11
2669,33,60,18.66666666
2670,4,30,9
2671,132,30,22
2672,44,50,16
2673,6,30,8
2674,14,40,14
2675,7,50,20
2676,34,37.5,14
2677,43,50,21.33333333
2678,77,40,21.66666666
2679,21,50,8
2680,37,30,19.33333333
2681,37,50,15.33333333
2682,4,30,12.5
2683,28,53.33333333,12
2684,4,53.33333333,16.33333333
2685,7,60,19
2686,46,40,12.5
2687,7,50,16.5
2688,12,50,21.5
2689,5,40,6.5
2690,27,53.33333333,18.33333333
2691,31,45,20
2692,19,40,9
2693,6,50,12.5
2694,53,45,25
2695,23,50,14
2696,15,50,12
2697,23,60,25
2698,56,60,30
2699,27,55,20
2700,25,60,13.5
2701,24,50,30
2702,21,50,12
2703,132,50,30
2704,47,50,29
2705,3,36.66666666,20
2706,81,66.66666666,35
2707,29,66.66666666,35
2708,13,57.5,50
2709,70,60,37.5
2710,23,66.66666666,35
2711,3,43.33333333,5
2712,3,50,20
2713,54,66.66666666,32.5
2714,13,50,17.5
2715,8,50,13.5
2716,7,50,16
2717,40,60,22
2718,78,67.5,48.66666666
2719,23,50,18
2720,13,30,13
2721,66,60,23.33333333
2722,20,50,13.5
2723,26,53.33333333,46
2724,53,50,18
2725,4,30,11.5
2726,41,60,20
2727,1,60,46
2728,14,56.66666666,33
2729,16,48.88888888,23.33333333
2730,24,50,18.5
2731,12,50,15.5
2732,7,50,15.5
2733,15,50,25
2734,31,60,15
2735,49,47.5,40
2736,1,50,5
2737,17,30,8.5
2738,24,38.75,9
2739,28,54.28571428,13.9
2740,3,30,8.5
2741,32,60,20
2742,36,43.33333333,9.5
2743,12,50,15
2744,31,45,10.2
2745,36,60,13.5
2746,57,50,22.25
2747,19,30,18.33333333
2748,18,50,9.5
2749,0,50,25
2750,13,30,6.333333333
2751,8,43.33333333,25
2752,23,35,10
2753,56,47.5,14.33333333
2754,19,36.66666666,11
2755,17,46.66666666,10.5
2756,61,50,15.33333333
2757,30,53.33333333,16.66666666
2758,2,50,8
2759,79,56.66666666,10
2760,5,30,7
2761,1,30,4
2762,13,60,16.5
2763,10,50,10
2764,43,56.66666666,19.66666666
2765,42,45,23
2766,78,43.33333333,26
2767,6,30,5
2768,37,50,11
2769,17,56,20
2770,109,37.5,23.33333333
2771,22,30,40
2772,12,30,7.5
2773,35,52.5,24.33333333
2774,43,43.33333333,12
2775,7,52.5,40
2776,6,60,23
2777,71,48,35
2778,23,43.33333333,12.33333333
2779,26,42,22.8
2780,13,60,20.5
2781,85,62.5,30
2782,44,50,23
2783,25,50,15.86666666
2784,37,50,16.75
2785,84,50,30
2786,19,62.5,40
2787,0,50,8
2788,75,45,22.5
2789,16,30,33
2790,63,54.28571428,27.5
2791,2,30,8
2792,27,30,12
2793,40,45,14.33333333
2794,2,30,5.25
2795,50,47.5,21.66666666
2796,32,40,16.5
2797,56,30,20
2798,1,53.33333333,19.957
2799,13,36.66666666,15
2800,15,46.66666666,22.5
2801,15,35,19
2802,11,50,20
2803,86,55,30
2804,23,30,13
2805,47,60,25
2806,44,50,28.33333333
2807,8,60,30
2808,42,55,22
2809,34,47.14285714,19
2810,14,53.33333333,24.957
2811,22,40,10.66666666
2812,6,40,4.666666666
2813,3,40,15
2814,1,50,7.333333333
2815,76,30,14
2816,7,60,35
2817,98,32.5,17.5
2818,13,50,19.5
2819,20,60,20
2820,15,30,10.5
2821,67,50,15.66666666
2822,47,60,22.5
2823,6,40,14
2824,26,32.5,11
2825,66,50,27.5
2826,45,50,12.66666666
2827,12,50,20
2828,39,53.33333333,25
2829,23,60,9.25
2830,49,50,21.5
2831,11,30,8
2832,44,37.5,20
2833,12,30,7
2834,26,50,21.5
2835,4,30,6.5
2836,17,30,7.5
2837,4,30,8
2838,27,50,19
2839,12,37.5,15
2840,35,47.5,27.5
2841,14,36.66666666,12
2842,8,30,9.351333333
2843,7,30,7
2844,11,36.66666666,12
2845,36,53.33333333,25
2846,17,30,11.93333333
2847,16,50,12.75
2848,26,50,20.5
2849,86,45,25.5
2850,58,48,17
2851,57,60,21.5
2852,34,50,16.5
2853,3,30,7
2854,2,36.66666666,10
2855,2,36.66666666,10
2856,0,53.33333333,10
2857,2,60,9
2858,0,60,8
2859,1,60,8
2860,5,52.5,12.66666666
2861,0,50,8.333333333
2862,1,50,9.5
2863,8,30,16.5
2864,4,60,10.5
2865,4,60,11
2866,0,30,3.5
2867,21,53.33333333,21
2868,11,60,8.333333333
2869,8,30,9.333333333
2870,3,50,10.5
2871,0,60,8
2872,6,60,8
2873,7,50,8.5
2874,6,40,20
2875,2,55,8
2876,6,30,10
2877,6,30,7.5
2878,9,50,15
2879,47,46.66666666,12.33333333
2880,2,30,9
2881,0,30,3
2882,3,30,8
2883,24,36.66666666,14.5
2884,0,30,4.5
2885,2,60,7.5
2886,3,50,6
2887,0,50,6.5
2888,16,30,8
2889,0,50,7
2890,43,45,21
2891,31,60,20
2892,0,40,5.5
2893,9,30,10.5
2894,5,30,9
2895,37,60,13.5
2896,18,30,11
2897,5,50,7
2898,83,62.5,20.6
2899,1,30,9
2900,2,53.33333333,6.5
2901,9,50,5.5
2902,1,30,6
2903,9,60,7
2904,2,30,6.25
2905,78,45,15
2906,3,30,9
2907,15,60,12.5
2908,54,50,9
2909,9,50,10.66666666
2910,5,50,7
2911,52,60,21
2912,7,30,5.5
2913,64,50,11
2914,10,56.66666666,13.5
2915,35,57.5,9.333333333
2916,7,30,9
2917,45,56.66666666,12
2918,78,66.66666666,17.5
2919,12,30,13
2920,146,52.5,24.33333333
2921,42,60,21
2922,57,50,19.5
2923,53,35,10.66666666
2924,5,30,9.666666666
2925,58,55.71428571,15.5
2926,8,30,14.5
2927,30,50,21
2928,13,30,12
2929,33,30,10.33333333
2930,59,65,16.33333333
2931,43,50,14.66666666
2932,38,30,12.5
2933,130,52.5,21.66666666
2934,18,66.66666666,11
2935,8,30,11.33333333
2936,30,60,12.66666666
2937,32,50,9.333333333
2938,41,52.5,11
2939,10,60,8.5
2940,6,30,13
2941,40,60,8
2942,15,45,16.75
2943,8,30,8.666666666
2944,93,47.5,17.66666666
2945,29,55,13.5
2946,25,37.5,17.5
2947,83,60,13
2948,4,30,5.75
2949,98,60,30.66666666
2950,20,50,10.66666666
2951,37,36.66666666,10.75
2952,9,50,13.33333333
2953,31,50,14.33333333
2954,17,60,16.33333333
2955,9,60,9
2956,67,60,17.33333333
2957,11,30,4.5
2958,7,30,22
2959,37,55.71428571,11.75
2960,64,45,18.5
2961,22,52.5,10.5
2962,29,56,32
2963,13,50,10.5
2964,62,37.5,17.2
2965,28,45,18.5
2966,16,30,9
2967,6,60,6
2968,67,50,23.5
2969,12,50,14
2970,6,45,8
2971,6,30,7.5
2972,23,52.5,12.33333333
2973,45,53.33333333,19.85714285
2974,28,52.5,15.66666666
2975,48,47.14285714,13
2976,33,52.85714285,15
2977,39,50,21
2978,171,60,26
2979,114,55,21
2980,37,55.71428571,13.5
2981,61,50,17.66666666
2982,36,50,21.5
2983,0,30,10.5
2984,1,26.66666666,9.666666666
2985,7,30,8
2986,62,50,32
2987,53,52.5,15.66666666
2988,10,30,6.333333333
2989,60,50,24
2990,42,50,12.66666666
2991,20,50,19.5
2992,14,30,6
2993,60,50,16.66666666
2994,91,63.33333333,22.5
2995,58,45,14.66666666
2996,92,55,26.25
2997,6,30,9.333333333
2998,55,50,12.66666666
2999,29,50,15
3000,28,46.66666666,21
3001,131,55,20
3002,34,50,18.5
3003,27,46.66666666,12.33333333
3004,51,50,21.5
3005,42,60,17.5
3006,82,53.33333333,27.25
3007,19,36.66666666,20
3008,19,36.66666666,15.5
3009,2,40,14
3010,31,33.33333333,15.66666666
3011,29,36,8
3012,32,46.66666666,11
3013,17,30,8.5
3014,122,51.66666666,36
3015,3,30,12.5
3016,8,50,10
3017,2,30,14
3018,0,50,9
3019,5,60,8
3020,6,42,8.333333333
3021,16,60,12.5
3022,6,45,8
3023,9,60,8
3024,5,45,7.5
3025,22,30,8.5
3026,56,68.33333333,36
3027,4,50,9.5
3028,1,50,8.5
3029,67,45,9
3030,66,66.66666666,24
3031,3,60,9.5
3032,53,50,21.5
3033,58,60,16
3034,36,50,11.66666666
3035,21,30,14
3036,26,30,7.666666666
3037,58,50,20.5
3038,58,50,16
3039,4,50,7.333333333
3040,8,30,8
3041,11,60,15.66666666
3042,126,37.5,11
3043,68,52.5,15
3044,102,60,24.75
3045,7,50,8
3046,9,60,7.5
3047,13,50,16
3048,14,50,7.25
3049,2,50,3.5
3050,28,50,22
3051,12,50,23
3052,68,52.5,14
3053,57,60,17.5
3054,52,60,11
3055,19,50,15.66666666
3056,31,60,14.5
3057,47,60,13
3058,86,45,27
3059,41,30,18.5
3060,20,30,10.66666666
3061,7,30,13
3062,25,30,12
3063,133,45,29.5
3064,59,40,10.75
3065,23,60,16.5
3066,66,48,17.5
3067,12,50,14.5
3068,28,38.57142857,20
3069,16,40,14
3070,13,40,14
3071,52,45,20.33333333
3072,20,62.22222222,21
3073,11,60,21.5
3074,24,50,14.5
3075,9,40,20
3076,14,43.33333333,16.33333333
3077,4,30,9
3078,4,40,8.5
3079,40,53.33333333,24
3080,161,60,36
3081,2,30,13
3082,17,60,48
3083,3,40,20
3084,0,45,13
3085,1,30,20
3086,11,47.5,28
3087,18,60,31
3088,124,60,39.5
3089,23,60,20.5
3090,58,60,29.5
3091,46,45,15
3092,14,50,24
3093,12,36.66666666,10
3094,35,50,20
3095,67,52.5,9.5
3096,58,60,28.5
3097,27,40,20.5
3098,23,53.33333333,37
3099,99,60,36
3100,45,60,17
3101,114,60,34
3102,22,46.66666666,20
3103,64,60,30.5
3104,82,60,16.66666666
3105,90,60,35.5
3106,31,60,30
3107,33,60,16.5
3108,34,50,12.5
3109,25,50,48
3110,19,50,23
3111,61,60,16.66666666
3112,20,50,16.33333333
3113,23,53.33333333,20.5
3114,113,55,28.5
3115,63,52.5,25
3116,21,56.66666666,24.5
3117,7,60,24
3118,9,60,18.5
3119,127,60,48.5
3120,9,60,19
3121,92,60,36
3122,25,60,34
3123,12,50,16
3124,21,60,18
3125,18,50,31
3126,3,37.5,21.5
3127,19,48,17
3128,66,54.44444444,29.8305
3129,134,62.5,36.5
3130,2,32.5,6
3131,2,30,6
3132,26,52.5,25.5
3133,38,36.66666666,12.33333333
3134,33,50,16.5
3135,123,60,40
3136,44,50,17
3137,2,33.33333333,10.5
3138,94,55,40
3139,53,60,21
3140,33,60,27.5
3141,23,47.5,17
3142,63,60,28
3143,73,30,16.66666666
3144,37,60,45
3145,144,45,18.22033333
3146,129,50,32
3147,5,30,10
3148,7,40,16
3149,11,36.66666666,10.5
3150,19,50,17.66666666
3151,42,30,17
3152,49,52.5,21.5
3153,6,30,11.5
3154,108,52.5,31.5
3155,92,60,53
3156,18,36.66666666,12.5
3157,11,30,15.5
3158,25,56,40.5
3159,12,36.66666666,22
3160,88,62.5,49
3161,79,60,33.5
3162,29,43.33333333,19.5
3163,3,40,29
3164,60,60,17
3165,7,30,8.333333333
3166,33,53.33333333,27
3167,37,37.5,11
3168,89,60,44.5
3169,29,53.33333333,28.5
3170,71,60,31.5
3171,66,50,20
3172,66,52.5,23.5
3173,5,30,12.5
3174,21,50,19.5
3175,20,55,20
3176,8,50,8
3177,5,60,10
3178,29,60,30.5
3179,123,50,42.66666666
3180,0,36.66666666,15.5
3181,33,60,32
3182,11,30,12
3183,29,35,24
3184,28,55,23.66666666
3185,94,62.5,34.5
3186,128,60,38.5
3187,4,60,31
3188,31,45,11
3189,27,37.5,10.5
3190,3,60,24
3191,15,50,18.5
3192,3,40,10
3193,27,45,11.33333333
3194,31,45,12.5
3195,25,45,10.66666666
3196,11,60,23.5
3197,25,52.5,22.75
3198,14,50,19
3199,35,50,33.66666666
3200,61,47.5,16.33333333
3201,25,60,11.5
3202,4,50,15
3203,14,50,36.5
3204,1,30,17
3205,69,52.5,18.66666666
3206,118,55,39
3207,8,40,15.33333333
3208,26,60,13
3209,25,52.5,25.5
3210,13,53.33333333,30
3211,15,50,10
3212,9,60,8.5
3213,42,60,18
3214,17,60,19.5
3215,5,60,31
3216,25,66.66666666,21.5
3217,75,63.33333333,34
3218,28,60,19.5
3219,24,60,34.5
3220,66,60,26
3221,11,50,27.5
3222,27,60,31
3223,28,60,22
3224,15,52.5,14.33333333
3225,3,60,31
3226,19,37.5,15
3227,84,55,34.5
3228,23,60,17
3229,18,60,36
3230,76,52.5,40
3231,97,62.5,32.5
3232,71,45,20.66666666
3233,39,47.5,19.33333333
3234,37,60,26.5
3235,18,40,16.66666666
3236,26,50,46
3237,32,45,16.33333333
3238,98,57.5,46.66666666
3239,54,40,19.33333333
3240,59,57.5,49
3241,114,67.5,33.33333333
3242,6,50,11.5
3243,5,30,10.33333333
3244,7,40,11.5
3245,44,53.33333333,60
3246,72,62.5,51.5
3247,94,60,30
3248,27,45,18
3249,90,53.33333333,45.33333333
3250,10,30,18.5
3251,18,50,12
3252,18,30,13.5
3253,20,66.66666666,45
3254,25,55,19.33333333
3255,23,45,16.33333333
3256,7,50,13.5
3257,3,30,8.5
3258,6,30,10
3259,50,52.5,45
3260,8,30,15.33333333
3261,40,47.5,17.33333333
3262,49,52.5,21.5
3263,13,46.66666666,14.5
3264,11,60,45.33333333
3265,25,50,36
3266,56,60,24
3267,44,56.66666666,45
3268,7,50,12.33333333
3269,11,50,22
3270,0,30,8.5
3271,7,50,42
3272,20,60,17.5
3273,2,30,20.5
3274,22,52.5,15
3275,16,50,11.5
3276,7,30,8.5
3277,15,50,22
3278,23,53.33333333,16.5
3279,41,50,58
3280,7,30,13.33333333
3281,51,62.5,53.75
3282,23,60,43
3283,57,60,30.5
3284,40,52.5,16.66666666
3285,6,30,8.5
3286,15,55,10.5
3287,3,60,13
3288,34,53.33333333,13.5
3289,7,30,12.5
3290,2,60,30.5
3291,26,45,19.66666666
3292,8,60,8.666666666
3293,15,55,11.5
3294,1,30,19
3295,2,60,35
3296,12,53.33333333,23.5
3297,1,60,12
3298,16,60,12.5
3299,18,55,16
3300,23,50,16
3301,12,50,20.5
3302,47,60,26
3303,31,60,17.66666666
3304,60,50,45
3305,66,52.5,25.5
3306,54,60,43.5
3307,13,30,17
3308,3,30,5.333333333
3309,16,30,11
3310,24,30,15.5
3311,2,30,7
3312,32,52.5,19.5
3313,4,50,13
3314,7,40,13
3315,0,30,37
3316,14,50,20
3317,3,50,17
3318,6,50,29
3319,22,50,14.33333333
3320,56,60,30.33333333
3321,0,30,11.5
3322,20,50,13.33333333
3323,6,37.5,13.33333333
3324,27,50,11.5
3325,7,30,11.5
3326,75,55,25
3327,3,30,7.333333333
3328,32,50,15.66666666
3329,16,54,16.5
3330,21,47.14285714,30
3331,17,36.66666666,10.33333333
3332,28,43.33333333,18.66666666
3333,9,30,9
3334,26,30,10.5
3335,5,30,10
3336,12,30,8.333333333
3337,108,60,32.5
3338,20,60,19
3339,100,52.5,36
3340,4,52.5,34.5
3341,22,52.5,25
3342,2,40,40
3343,5,30,11
3344,15,60,18.5
3345,52,60,19
3346,10,52.5,20
3347,9,45,12
3348,8,50,10.5
3349,20,57.5,19.33333333
3350,1,40,20
3351,3,30,20
3352,4,40,20
3353,95,50,22.5
3354,45,45,23.5
3355,6,45,30
3356,10,40,10.66666666
3357,0,40,18
3358,9,45,9
3359,21,60,29
3360,31,40,11.33333333
3361,24,55,21.33333333
3362,9,45,11.66666666
3363,31,30,10.66666666
3364,49,40,26
3365,5,50,17.5
3366,6,30,7.666666666
3367,43,30,17
3368,8,40,29
3369,9,52.5,23.66666666
3370,46,40,16
3371,14,50,10
3372,5,50,12.5
3373,8,50,9
3374,33,50,19.5
3375,6,60,17
3376,6,30,14.5
3377,24,47.5,14.66666666
3378,4,50,17
3379,97,60,22.33333333
3380,1,30,14
3381,43,30,22
3382,25,63.33333333,21
3383,7,30,10
3384,104,45,29.5
3385,0,30,8
3386,30,60,19.66666666
3387,22,42,15
3388,4,30,8
3389,2,30,7
3390,4,30,15
3391,12,50,19
3392,2,33.33333333,6
3393,19,50,20
3394,25,47.5,30
3395,109,60,27.5
3396,37,37.5,16
3397,9,40,9
3398,29,36,14
3399,49,60,15.66666666
3400,68,45,15
3401,6,50,29
3402,14,50,16.5
3403,19,50,18.5
3404,6,50,4
3405,41,55,35
3406,11,50,17.5
3407,6,50,29
3408,80,52.5,25
3409,12,52.5,20
3410,24,50,17.5
3411,14,50,30
3412,82,60,29.5
3413,35,50,26
3414,22,60,10.66666666
3415,19,45,15.5
3416,36,50,22.33333333
3417,20,50,18.5
3418,45,40,12.66666666
3419,21,60,18
3420,16,30,18
3421,84,45,26.33333333
3422,10,50,14.5
3423,8,60,9.333333333
3424,17,60,9.666666666
3425,6,50,30
3426,35,60,17
3427,25,30,18
3428,29,50,25.5
3429,13,45,8
3430,17,52.5,14
3431,19,40,23.5
3432,42,60,14
3433,42,52.5,18.5
3434,16,45,11
3435,14,40,12.5
3436,18,60,13
3437,23,30,23
3438,23,73.33333333,23
3439,12,30,18
3440,15,60,24
3441,16,45,13
3442,44,60,12
3443,29,70,18.5
3444,10,40,11.33333333
3445,23,60,19.5
3446,33,30,18.25
3447,15,73.33333333,23
3448,27,50,22
3449,7,30,14.5
3450,35,60,24
3451,17,40,12.33333333
3452,42,52.5,20.75
3453,74,60,18.25
3454,24,40,13.5
3455,57,50,18.75
3456,97,60,22.25
3457,82,70,36
3458,17,40,18
3459,72,50,31.5
3460,124,54,26.66666666
3461,32,36,10
3462,37,73.33333333,23
3463,12,55,19
3464,11,60,24
3465,63,52.5,34.5
3466,12,50,6.333333333
3467,14,60,19
3468,17,73.33333333,23
3469,21,45,7.666666666
3470,13,33.33333333,19
3471,33,60,24
3472,3,30,5.5
3473,15,50,23
3474,12,50,7
3475,12,65,31.5
3476,2,50,7
3477,8,40,17.5
3478,8,48,17
3479,24,60,32
3480,20,50,23
3481,5,30,14.5
3482,4,40,11
3483,17,30,7.333333333
3484,16,60,23
3485,54,50,23
3486,21,40,20
3487,55,55,21.5
3488,63,45,24.66666666
3489,17,40,17
3490,15,40,15
3491,29,42,18
3492,17,40,23
3493,10,60,23
3494,8,30,13
3495,20,45,24.5
3496,16,40,7.666666666
3497,18,50,24
3498,14,45,23
3499,36,40,18
3500,66,50,35
3501,40,50,23.5
3502,3,50,18
3503,25,30,18.5
3504,72,50,22
3505,18,50,11
3506,25,66.66666666,29.66666666
3507,75,32.5,23.5
3508,4,40,23
3509,4,60,23
3510,7,30,13.5
3511,5,50,23
3512,38,37.5,20.66666666
3513,37,60,34.66666666
3514,20,30,17
3515,28,60,23
3516,26,40,23.5
3517,5,36.66666666,23
3518,10,46.66666666,23
3519,6,50,23
3520,28,60,23
3521,31,37.5,18.5
3522,55,50,23
3523,7,30,18.5
3524,25,73.33333333,31.5
3525,28,45,18.5
3526,23,50,21.5
3527,37,50,23
3528,22,45,34
3529,24,50,16.5
3530,88,60,22.5
3531,27,53.33333333,24
3532,31,45,18.5
3533,67,54,24
3534,24,53.33333333,34.5
3535,11,73.33333333,32
3536,11,60,27.25
3537,35,50,23
3538,31,50,24
3539,35,60,36.5
3540,16,60,24.5
3541,14,50,20.5
3542,14,50,24
3543,11,50,23
3544,6,50,23
3545,17,45,19.5
3546,10,60,30.25
3547,14,30,18.5
3548,32,42,18.5
3549,14,60,26.5
3550,24,50,24
3551,28,60,23
3552,6,60,24
3553,15,50,18.5
3554,9,50,18.5
3555,13,52,13
3556,3,60,23
3557,19,57.14285714,26
3558,42,60,26.5
3559,19,40,29
3560,38,70,30
3561,5,35.71428571,6.5
3562,2,37.14285714,10
3563,56,70,22.5
3564,14,35.71428571,8.5
3565,5,30,10
3566,16,45,30
3567,1,30,10.33333333
3568,19,60,9.5
3569,10,60,13.5
3570,14,30,8
3571,19,50,15.33333333
3572,10,45,13
3573,17,45,15
3574,14,60,17.5
3575,60,60,22.5
3576,17,37.5,15
3577,11,54,19.5
3578,10,60,15
3579,57,60,16.66666666
3580,10,60,19.66666666
3581,31,52.5,24
3582,45,45,25
3583,41,57.5,27.5
3584,48,52.5,32.5
3585,2,60,10
3586,8,60,8
3587,35,37.5,25
3588,4,46.66666666,9.666666666
3589,8,60,12
3590,28,37.5,23.33333333
3591,0,46.66666666,9
3592,6,60,16.5
3593,43,61.66666666,16
3594,5,60,13
3595,24,37.5,17.5
3596,27,56,24
3597,6,35,11
3598,13,50,21.5
3599,11,43.33333333,14
3600,5,30,12.66666666
3601,22,40,15.33333333
3602,2,30,8
3603,111,60,37.5
3604,2,50,7
3605,5,60,21.66666666
3606,11,60,18.5
3607,9,40,12
3608,3,45,7
3609,18,30,22
3610,28,60,23
3611,11,46.66666666,22.5
3612,4,37.5,8
3613,72,50,23.33333333
3614,29,45,26.66666666
3615,15,66.66666666,21.66666666
3616,11,50,30
3617,21,60,25
3618,15,60,19
3619,4,45,7
3620,14,60,20
3621,61,52.5,22.5
3622,6,30,10.33333333
3623,36,57.5,25
3624,3,30,12
3625,14,60,40
3626,72,45,17
3627,99,60,30
3628,167,60,25
3629,20,60,27.5
3630,47,60,22.5
3631,25,50,13.33333333
3632,8,50,20
3633,20,40,15.33333333
3634,12,37.5,12
3635,33,50,16
3636,122,60,35
3637,93,66.66666666,32.5
3638,76,60,30
3639,245,52.5,32.5
3640,125,60,22.5
3641,63,57.5,22.5
3642,1,60,17.5
3643,18,50,14.33333333
3644,16,60,13.33333333
3645,15,50,15.33333333
3646,8,60,15
3647,15,45,16
3648,50,60,16.66666666
3649,3,50,15
3650,56,60,18.66666666
3651,28,45,16.66666666
3652,25,60,15.5
3653,5,60,17.5
3654,20,60,13.33333333
3655,12,37.5,15.33333333
3656,15,60,16
3657,67,47.5,27.5
3658,26,40,17
3659,36,63.33333333,26
3660,2,60,13
3661,44,50,25
3662,1,60,16
3663,2,50,15
3664,6,60,14
3665,5,37.5,9.333333333
3666,98,52.5,27.5
3667,23,60,20
3668,108,52.5,18
3669,2,60,9.5
3670,24,52.5,20
3671,66,45,30
3672,63,52.5,25
3673,3,60,17.5
3674,62,60,32.5
3675,102,60,32.5
3676,14,30,13
3677,27,50,22.66666666
3678,14,60,16
3679,35,36.66666666,13.66666666
3680,6,50,15.5
3681,22,50,14
3682,3,50,12.5
3683,21,45,13.66666666
3684,14,60,10.5
3685,5,60,11.66666666
3686,93,35,22.66666666
3687,5,50,17
3688,46,47.5,22.5
3689,19,50,35.33333333
3690,60,55,22.5
3691,126,50,35
3692,38,52.5,18.33333333
3693,20,45,14.66666666
3694,5,50,18
3695,23,45,22.66666666
3696,13,50,19.5
3697,15,60,18
3698,25,45,15.33333333
3699,45,60,25
3700,29,40,17
3701,208,60,40
3702,6,60,10.5
3703,9,40,10.66666666
3704,93,50,35
3705,2,30,7.333333333
3706,14,30,13
3707,17,30,13
3708,19,50,22.5
3709,23,30,11.33333333
3710,16,60,13
3711,34,60,20
3712,14,30,10.66666666
3713,74,52.5,20
3714,80,45,22.5
3715,50,60,11.75
3716,69,60,24
3717,124,60,38
3718,129,40.9090909,30
3719,70,45,15.33333333
3720,37,60,20
3721,16,60,13
3722,16,60,12.66666666
3723,136,52.5,22.5
3724,20,40,13
3725,23,60,25
3726,38,46.66666666,7
3727,18,40,13
3728,105,60,35
3729,26,60,20
3730,97,52.5,25
3731,4,30,7
3732,41,45,12
3733,141,54.54545454,21.4
3734,8,50,6
3735,39,60,18.66666666
3736,2,52.5,5.333333333
3737,65,60,30
3738,78,50,30
3739,22,46.66666666,16.5
3740,74,50,28.33333333
3741,0,60,6
3742,31,60,35
3743,5,60,7
3744,0,60,5
3745,8,60,26
3746,6,60,30
3747,2,60,8
3748,15,60,15.5
3749,1,60,8
3750,7,50,10.5
3751,4,60,12.5
3752,43,40,30
3753,56,45,10.16666666
3754,37,60,45
3755,7,40,9.333333333
3756,127,50,20
3757,46,50,31.66666666
3758,5,37.5,12.5
3759,2,40,15
3760,13,45,19.33333333
3761,9,60,16
3762,53,46.66666666,20
3763,37,50,12.25
3764,17,46.66666666,16
3765,11,40,16
3766,80,50,27.5
3767,12,60,31.66666666
3768,18,60,35
3769,8,50,30
3770,7,60,15
3771,6,50,15
3772,8,50,35
3773,87,52.5,25.75
3774,7,50,10.2
3775,10,50,12
3776,41,36.66666666,22.5
3777,21,50,15.33333333
3778,14,50,50
3779,6,40,12
3780,26,50,20.75
3781,60,57.5,30
3782,24,60,50
3783,10,60,7
3784,59,60,29
3785,29,50,50
3786,4,60,9
3787,6,50,10.33333333
3788,8,60,8
3789,39,40,18
3790,3,60,11.5
3791,68,60,28.33333333
3792,11,30,14.66666666
3793,83,60,26.66666666
3794,6,60,8
3795,6,60,8
3796,24,60,32.5
3797,19,50,37.5
3798,14,40,19
3799,35,52.5,26
3800,43,60,21
3801,68,52.5,37.5
3802,28,46.66666666,16
3803,10,53.33333333,35
3804,5,60,25
3805,33,52.5,23.5
3806,6,50,9.5
3807,9,60,29.5
3808,56,50,34
3809,32,60,22.5
3810,4,50,22.5
3811,4,60,20
3812,4,60,14.5
3813,6,36.66666666,20
3814,105,52.5,35
3815,26,60,22.5
3816,48,60,24.33333333
3817,29,60,20
3818,5,60,15.5
3819,8,60,14.5
3820,8,60,25
3821,13,50,35
3822,20,60,11
3823,30,50,30
3824,174,56,27.5
3825,2,60,9.5
3826,14,60,14.33333333
3827,75,60,20
3828,5,46.66666666,21.33333333
3829,11,60,11.5
3830,12,46.66666666,18
3831,14,60,14
3832,31,55,19
3833,46,60,23.5
3834,5,60,11.5
3835,11,60,23.5
3836,53,53.33333333,22.5
3837,65,52.5,35
3838,13,60,35
3839,27,52.5,35
3840,38,60,15.5
3841,32,50,27.5
3842,34,60,22.5
3843,16,66.66666666,23.5
3844,5,50,17
3845,12,60,17.5
3846,9,50,19.5
3847,10,60,13
3848,27,60,30
3849,6,60,10
3850,10,62.5,27
3851,10,60,30
3852,11,63.33333333,14
3853,21,50,23
3854,20,50,18
3855,2,40,12
3856,7,60,15
3857,4,45,7.666666666
3858,15,50,11.66666666
3859,10,60,10
3860,23,60,14.66666666
3861,28,60,15
3862,10,54,9.333333333
3863,44,52.5,23.5
3864,6,60,16.5
3865,16,60,20.5
3866,39,60,23.5
3867,9,50,17
3868,44,55,25
3869,44,60,23.4
3870,3,50,3.5
3871,17,60,17
3872,20,60,17.5
3873,17,36.66666666,30
